# timestamp,is_waterheater_on, temperature, height,water_demand,heatgain,load_state,waterheater_model
2020-01-01 01:39:00 PST,+0,+119.396,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:39:30 PST,+0,+119.392,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:40:00 PST,+0,+119.389,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:40:30 PST,+0,+119.386,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:41:00 PST,+0,+119.383,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:41:30 PST,+0,+119.38,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:42:00 PST,+0,+119.377,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:42:30 PST,+0,+119.374,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:43:00 PST,+0,+119.371,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:43:30 PST,+0,+119.368,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:44:00 PST,+0,+119.365,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:44:30 PST,+0,+119.362,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:45:00 PST,+0,+119.359,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:45:30 PST,+0,+119.356,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:46:00 PST,+0,+119.353,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:46:30 PST,+0,+119.35,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:47:00 PST,+0,+119.347,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:47:30 PST,+0,+119.344,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:48:00 PST,+0,+119.341,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:48:30 PST,+0,+119.338,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:49:00 PST,+0,+119.335,+3.782,+0,+0,DEPLETING,ONEZNODE
